Product Number,Title,Short Title,Final Price,Unit Cost,In Stock,Manufactory,Ship From Country Name,Rating,Number of Reviews,Item Model,Shipping Charge,Warranty ID,Warranty Name,Best Selling Ranking,Lowest Price 30 Days,Item Length,Item Width,Item Height,Item Weight,Country of Manufacture,Limit Quantity,Seller ID,Seller Name,Seller Rating,Seller Reviews
9SIACJF85W4796,"PWM Fan Splitter Cable,10 inch PWM 4pin 1 to 3 4-pins Fan Splitter Hub Power Fan-out Adapter Cable, Motherboard PMW 4-pin header 1x3 Fan-Out Power Cable - 10"",2-Pack","PWM Fan Splitter Cable,10 inch PWM 4pin 1 to 3 4-pins Fan Splitter Hub Power Fan-out Adapter Cable, Motherboard PMW 4-pin header 1x3 Fan-Out Power Cable - 10"",2-Pack",10.99$,10.99$,Yes,EN-Labs,United States,5,30,121017,0.01,246059,EN Labs Marketplace Return Policy,20,10.88$,4.0,3.0,0.3,0.06,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIB1V8FH55880,KingSpec Internal Solid State Drive 128GB SSD 2.5 Inch SATA III NAND Flash Data Storage Computer Disk File Transfer PC Desktop laptop Notebook Transfer for White-Collar Game-Player,KingSpec Internal Solid State Drive 128GB SSD 2.5 Inch SATA III NAND Flash Data Storage Computer Disk File Transfer PC Desktop laptop Notebook Transfer for White-Collar Game-Player,12.99$,26.99$,Yes,KingSpec,United States,3,108,2.5 Inch SATA 128GB,0.01,370814,KingSpec Official  Store Return Policy,0,12.86$,4.75,3.5,0.75,0.01,CHN,99999,B1V8,KingSpec Official Store,5.0,555.0
9SIA6V85HC8902,"RIITOP NVMe PCIe Adapter NVMe to PCIe 3.0/4.0 x4 Converter Card Support 2230, 2242, 2260 2280 mm M.2 NVMe SSD","RIITOP NVMe PCIe Adapter NVMe to PCIe 3.0/4.0 x4 Converter Card Support 2230, 2242, 2260 2280 mm M.2 NVMe SSD",12.95$,16.95$,Yes,RIITOP,United States,5,63,M2TPCE4X-JMT,0.01,228048,UITTEK'S STORE Return Policy,5,12.82$,5.2,3.0,1.3,0.18,CHN,99999,A6V8,UitTek,4.0,933.0
9SIACJF99P7091,"Internal 36 Pin Mini SAS SFF-8087 Host/Controller  to 4x SAS 29Pin SFF-8482 Target/Backplane Hard Disk ,Power by SATA 15pin - 1.64FT / 0.5 meter","Internal 36 Pin Mini SAS SFF-8087 Host/Controller  to 4x SAS 29Pin SFF-8482 Target/Backplane Hard Disk ,Power by SATA 15pin - 1.64FT / 0.5 meter",19.79$,19.79$,Yes,EN-Labs,United States,4,1,SFF8087TO848250CM,0.01,246059,EN Labs Marketplace Return Policy,13,19.59$,7.3,5.5,0.8,0.16,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIAHRCEVF5435,Lenovo Select Wireless Everyday Mouse,Lenovo Select Wireless Everyday Mouse,8.99$,19.99$,Yes,Lenovo,United States,0,0,GY51D07138,0.01,303253,Lenovo Return Policy,37,8.9$,1.0,1.0,1.0,0.14,USA,5,AHRC,Lenovo,5.0,1065.0
9SIACJFJ2R5086,"Digital LCD Power Supply Tester for ATX 20Pin & 24Pin, Computer Power Connector CPU P4/EPS 8Pin/PCIe 6-Pin/Molex 4 Pin/Floppy SP4/SATA HDD Power Interface PC Tools,1.8'' LCD Screen","Digital LCD Power Supply Tester for ATX 20Pin & 24Pin, Computer Power Connector CPU P4/EPS 8Pin/PCIe 6-Pin/Molex 4 Pin/Floppy SP4/SATA HDD Power Interface PC Tools,1.8'' LCD Screen",17.49$,17.49$,Yes,EN-Labs,China,0,0,PSUTESTER02,0.01,246059,EN Labs Marketplace Return Policy,15,17.31$,8.5,4.0,0.5,0.3,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF54D3200,"20Gbps USB 3.2 Gen 2x2 USB-C Adapter Flat Cable, Internal USB 3.2 20-Pin Type-E A Key Motherboard Header to Type-C Female Extension Cable with Full-Profile PCIe Bracket Cover,1.64FT","20Gbps USB 3.2 Gen 2x2 USB-C Adapter Flat Cable, Internal USB 3.2 20-Pin Type-E A Key Motherboard Header to Type-C Female Extension Cable with Full-Profile PCIe Bracket Cover,1.64FT",14.49$,14.49$,Yes,EN-Labs,China,0,0,11-001-167,0.01,246059,EN Labs Marketplace Return Policy,24,14.34$,5.8,4.2,0.6,0.07,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF5497347,"EN-Labs ATX 20pin to 24 Pin Power Adpater Cable, PSU 20-pin to Motherboard 24-pin Power Converter Cord - 20 Pin Female to 24 Pin Male - 6 Inches","EN-Labs ATX 20pin to 24 Pin Power Adpater Cable, PSU 20-pin to Motherboard 24-pin Power Converter Cord - 20 Pin Female to 24 Pin Male - 6 Inches",8.69$,8.69$,Yes,EN-Labs,United States,0,0,ATX20P224P6,0.01,246059,EN Labs Marketplace Return Policy,0,8.6$,6.5,5.5,0.7,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJFCAZ4145,"ARGB Hub 5V 3Pin SYNC 11 Ports Splitter w/ Magnetic Standoff & PMMA Case,SATA to 3pin Addressable RGB Adpater for ASUS AURA GIGABYTE MSI ASRock LED Strip Lighting,Fans & Cooler- 1.64FT Extension Cable","ARGB Hub 5V 3Pin SYNC 11 Ports Splitter w/ Magnetic Standoff & PMMA Case,SATA to 3pin Addressable RGB Adpater for ASUS AURA GIGABYTE MSI ASRock LED Strip Lighting,Fans & Cooler- 1.64FT Extension Cable",15.99$,15.99$,Yes,EN-Labs,China,4,3,PRARGB1X10MG,0.01,246059,EN Labs Marketplace Return Policy,67,15.83$,6.5,5.5,0.5,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF7BC9098,"EnLabs SFF80874SATA50CM Internal Mini SAS to 4 x SATA Cable (SFF-8087 to SATA Forward Breakout),Mini SAS Host/Controller to 4 SATA Target/Backplane-1.64ft","EnLabs SFF80874SATA50CM Internal Mini SAS to 4 x SATA Cable (SFF-8087 to SATA Forward Breakout),Mini SAS Host/Controller to 4 SATA Target/Backplane-1.64ft",14.59$,14.59$,Yes,EN-Labs,United States,5,1,SFF80874SATA50CM,0.01,246059,EN Labs Marketplace Return Policy,4,14.44$,7.5,5.8,0.3,0.08,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIAUUMJYX6488,"WAVLINK Thunderbolt 4 Cable 40Gbps Data Transfer,3.3ft USB-C Video Cable,Supports Single 8K/Dual 4K Display&240W Charging for iphone 15/15 Pro/15 Pro Max,MacBook Pro/Air,iPad,Dock,External SSDs,eGPU","WAVLINK Thunderbolt 4 Cable 40Gbps Data Transfer,3.3ft USB-C Video Cable,Supports Single 8K/Dual 4K Display&240W Charging for iphone 15/15 Pro/15 Pro Max,MacBook Pro/Air,iPad,Dock,External SSDs,eGPU",23.99$,23.99$,Yes,Wavlink,United States,0,0,RCNE-T4C10P,0.01,354580,Minthouz Marketplace Return Policy,3,23.75$,7.25,4.0,1.0,0.2,USA,99999,AUUM,Minthouz Marketplace,5.0,80.0
9SIB1V8FNF0534,KingSpec M.2 SATA 2242 SSD Internal Solid State Drive 1TB ROM High-Performance Hard Drives Computer Disk Data Storage NAND Flash PC Desktop Laptop Upgrade for White-Collar Game-Player,KingSpec M.2 SATA 2242 SSD Internal Solid State Drive 1TB ROM High-Performance Hard Drives Computer Disk Data Storage NAND Flash PC Desktop Laptop Upgrade for White-Collar Game-Player,51.99$,57.99$,Yes,KingSpec,United States,3,21,M.2 SATA 2242 1TB,0.01,370814,KingSpec Official  Store Return Policy,0,44.99$,1.65,0.86,0.11,0.08,CHN,99999,B1V8,KingSpec Official Store,5.0,555.0
9SIACJF7BC9148,"EnLabs SFF80874SATA1M Internal Mini SAS to 4 x SATA Cable (SFF-8087 to SATA Forward Breakout),Mini SAS Host/Controller to 4 SATA Target/Backplane-3.3ft","EnLabs SFF80874SATA1M Internal Mini SAS to 4 x SATA Cable (SFF-8087 to SATA Forward Breakout),Mini SAS Host/Controller to 4 SATA Target/Backplane-3.3ft",16.09$,16.09$,Yes,EN-Labs,United States,0,0,SFF80874SATA1M,0.01,246059,EN Labs Marketplace Return Policy,5,15.92$,7.0,5.6,0.7,0.11,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIA1DS6CP6607,"ORICO 4-Port USB 3.0 Hub, Ultra-Slim Data USB Hub with 0.5ft Extended Cable for Windows,XP, Vista ,Windows, Linux and Mac Desktop or Laptop -Black","ORICO 4-Port USB 3.0 Hub, Ultra-Slim Data USB Hub with 0.5ft Extended Cable for Windows,XP, Vista ,Windows, Linux and Mac Desktop or Laptop -Black",9.99$,9.99$,Yes,Orico,United States,4,50,PAPW4A-U3-015-BK-EP,0.01,221541,"ORICO TECHNOLOGIES CO.,LIMITED Return Policy",5,8.89$,6.0,5.0,1.7,0.25,CHN,100,A1DS,ORICO Official Store,5.0,10651.0
9SIACJF80V4414,"Cat6 Ethernet Shielded Protection 8P8C RJ45 Network Jack In-Line Coupler Female,Lan Patch Cord Cable Extender Adapter - 6 Pack","Cat6 Ethernet Shielded Protection 8P8C RJ45 Network Jack In-Line Coupler Female,Lan Patch Cord Cable Extender Adapter - 6 Pack",18.89$,18.89$,Yes,EN-Labs,United States,5,2,11-001-2636PK,0.01,246059,EN Labs Marketplace Return Policy,21,18.7$,3.5,2.5,0.8,0.33,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIB1V8FS25034,SSD For Macbook M.2 512GB NVMe SSD For For 2013 2015 Macbook Pro Retina A1502 A1398 Macbook Air A1465 1466 SSD iMac A1419,SSD For Macbook M.2 512GB NVMe SSD For For 2013 2015 Macbook Pro Retina A1502 A1398 Macbook Air A1465 1466 SSD iMac A1419,38.99$,52.99$,Yes,KingSpec,United States,3,2,NA900S-512,0.01,370814,KingSpec Official  Store Return Policy,0,38.99$,3.5,0.95,0.15,0.06,CHN,99999,B1V8,KingSpec Official Store,5.0,555.0
9SIB1V8HP68400,KingSpec SSD Internal Solid State Drive 128GB M.2 NVMe 2280 PCIe Gen 3.0X4 Computer Disk Data Storage NAND Flash Hard Drives PC Desktop Laptop Ultrabook Upgrade for CoRe Ryzen Motherboard,KingSpec SSD Internal Solid State Drive 128GB M.2 NVMe 2280 PCIe Gen 3.0X4 Computer Disk Data Storage NAND Flash Hard Drives PC Desktop Laptop Ultrabook Upgrade for CoRe Ryzen Motherboard,16.99$,17.99$,Yes,KingSpec,United States,4,74,NX-128-2280,0.01,370814,KingSpec Official  Store Return Policy,0,16.82$,4.94,3.36,0.7,0.07,CHN,99999,B1V8,KingSpec Official Store,5.0,555.0
9SIACJF99Y6978,"Black Net Jacket Sleeved 10 inch PWM 4pin 1 to 3 4-pins Fan Splitter Hub Power Fan-out Adapter Cable,Motherboard PMW 4-pin header 1x3 Fan-Out Power Cable - 10""","Black Net Jacket Sleeved 10 inch PWM 4pin 1 to 3 4-pins Fan Splitter Hub Power Fan-out Adapter Cable,Motherboard PMW 4-pin header 1x3 Fan-Out Power Cable - 10""",8.09$,8.09$,Yes,EN-Labs,United States,5,30,PWM1X3SPL10IN,0.01,246059,EN Labs Marketplace Return Policy,4,8$,7.0,4.0,0.5,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIAK91K505526,"Montech AX 140 ARGB Standard Fan  1600PWM, High-End Durability, Silent Performance, and Stunning ARGB Design (140mm, White)","Montech AX 140 ARGB Standard Fan  1600PWM, High-End Durability, Silent Performance, and Stunning ARGB Design (140mm, White)",12.99$,15.9$,Yes,Montech,United States,4,18,AX140 PWM White,0.01,320756,MONTECH Return Policy,0,12.99$,6.38,5.67,1.18,0.46,,999999,AK91,MONTECH,5.0,665.0
9SIB1V8FMS8914,KingSpec mSATA SSD Internal Solid State Drive Data Storage SATA Hard Drives 3D NAND Flash PC Desktop Laptop Notebook Computer Upgrade 128GB,KingSpec mSATA SSD Internal Solid State Drive Data Storage SATA Hard Drives 3D NAND Flash PC Desktop Laptop Notebook Computer Upgrade 128GB,16.99$,17.99$,Yes,KingSpec,United States,4,20,mSATA SSD 128,0.01,370814,KingSpec Official  Store Return Policy,0,16.82$,3.87,2.5,0.5,0.01,CHN,99999,B1V8,KingSpec Official Store,5.0,555.0
9SIACJF54D3094,"SSD Adapter Kit - 2PCS 18 inch SATA III Data Cable & Molex to 2 x SATA 15-pin Power Splitter w/ Dual Bay 2.5-Inch HDD/SSD to 3.5"" Floppy Drive Bay Internal Hard Drive Adapter Plastic Mounting Bracket","SSD Adapter Kit - 2PCS 18 inch SATA III Data Cable & Molex to 2 x SATA 15-pin Power Splitter w/ Dual Bay 2.5-Inch HDD/SSD to 3.5"" Floppy Drive Bay Internal Hard Drive Adapter Plastic Mounting Bracket",13.09$,13.09$,Yes,EN-Labs,United States,5,6,KIT-2X2.5-3.5-PL,0.01,246059,EN Labs Marketplace Return Policy,15,12.95$,5.3,4.3,1.2,0.22,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIA4REJWW5092,"USB C 90 Degree Adapter 240W, USB C Right Angle Adapter 40Gbps, 90 Degree USB C Adapter PD Male to Female Extender with 8K Video Support USB 4 Cable for Laptop, Tablet and Phones (3 Pack)","USB C 90 Degree Adapter 240W, USB C Right Angle Adapter 40Gbps, 90 Degree USB C Adapter PD Male to Female Extender with 8K Video Support USB 4 Cable for Laptop, Tablet and Phones (3 Pack)",14.99$,14.99$,Yes,Corn Electronics,United States,5,1,DZ-Adapter-010 3 Pack,0.01,225144,Corn Electronics Return Policy,14,14.84$,5.5,3.7,0.75,0.06,,99999,A4RE,Corn Electronics,4.0,14431.0
9SIACJFF3E7910,"PC Power Switch Button Cable,Desktop Computer Power Supply On/Off,Reset Switcher Extention Cord w/ HDD LED Indicator& PMMA Case-2FT","PC Power Switch Button Cable,Desktop Computer Power Supply On/Off,Reset Switcher Extention Cord w/ HDD LED Indicator& PMMA Case-2FT",12.59$,12.59$,Yes,EN-Labs,China,4,7,PWSWPMMA2FT,0.01,246059,EN Labs Marketplace Return Policy,78,12.46$,6.5,5.5,0.2,0.01,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIB1V8FNF0200,KingSpec M.2 SATA 2242 SSD Internal Solid State Drive 512GB ROM High-Performance Hard Drives Computer Disk Data Storage NAND Flash PC Desktop Laptop Upgrade for White-Collar Game-Player,KingSpec M.2 SATA 2242 SSD Internal Solid State Drive 512GB ROM High-Performance Hard Drives Computer Disk Data Storage NAND Flash PC Desktop Laptop Upgrade for White-Collar Game-Player,29.99$,31.99$,Yes,KingSpec,United States,3,21,M.2 SATA 2242 512,0.01,370814,KingSpec Official  Store Return Policy,0,29.99$,1.65,0.86,0.11,0.08,CHN,99999,B1V8,KingSpec Official Store,5.0,555.0
9SIA4REJWW5092,"USB C 90 Degree Adapter 240W, USB C Right Angle Adapter 40Gbps, 90 Degree USB C Adapter PD Male to Female Extender with 8K Video Support USB 4 Cable for Laptop, Tablet and Phones (3 Pack)","USB C 90 Degree Adapter 240W, USB C Right Angle Adapter 40Gbps, 90 Degree USB C Adapter PD Male to Female Extender with 8K Video Support USB 4 Cable for Laptop, Tablet and Phones (3 Pack)",14.99$,14.99$,Yes,Corn Electronics,United States,5,1,DZ-Adapter-010 3 Pack,0.01,225144,Corn Electronics Return Policy,14,14.84$,5.5,3.7,0.75,0.06,,99999,A4RE,Corn Electronics,4.0,14431.0
9SIACJFF3E7910,"PC Power Switch Button Cable,Desktop Computer Power Supply On/Off,Reset Switcher Extention Cord w/ HDD LED Indicator& PMMA Case-2FT","PC Power Switch Button Cable,Desktop Computer Power Supply On/Off,Reset Switcher Extention Cord w/ HDD LED Indicator& PMMA Case-2FT",12.59$,12.59$,Yes,EN-Labs,China,4,7,PWSWPMMA2FT,0.01,246059,EN Labs Marketplace Return Policy,78,12.46$,6.5,5.5,0.2,0.01,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIB1V8FNF0200,KingSpec M.2 SATA 2242 SSD Internal Solid State Drive 512GB ROM High-Performance Hard Drives Computer Disk Data Storage NAND Flash PC Desktop Laptop Upgrade for White-Collar Game-Player,KingSpec M.2 SATA 2242 SSD Internal Solid State Drive 512GB ROM High-Performance Hard Drives Computer Disk Data Storage NAND Flash PC Desktop Laptop Upgrade for White-Collar Game-Player,29.99$,31.99$,Yes,KingSpec,United States,3,21,M.2 SATA 2242 512,0.01,370814,KingSpec Official  Store Return Policy,0,29.99$,1.65,0.86,0.11,0.08,CHN,99999,B1V8,KingSpec Official Store,5.0,554.0
9SIACJF95T9699,"EnLabs 4 Port USB 2.0 Bracket Cable,Dual Motherboard USB 2.0 9pin to 2 x Female Adapter Splitter Cable w/ Full-Profile PCI Slot Cover - (1ft/30CM, Gray)","EnLabs 4 Port USB 2.0 Bracket Cable,Dual Motherboard USB 2.0 9pin to 2 x Female Adapter Splitter Cable w/ Full-Profile PCI Slot Cover - (1ft/30CM, Gray)",11.19$,11.19$,Yes,EN-Labs,United States,5,10,PCIU210P4AGY,0.01,246059,EN Labs Marketplace Return Policy,52,11.07$,6.5,5.5,0.2,0.05,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJFEM71533,5V 3-Pin RGB / FRGB / ARGB / AURA Controller for Fans and Coolers w/ SATA 5V Power Cable - 1FT RGB 3pin Female 1 to 4 Splitter Cable Include,5V 3-Pin RGB / FRGB / ARGB / AURA Controller for Fans and Coolers w/ SATA 5V Power Cable - 1FT RGB 3pin Female 1 to 4 Splitter Cable Include,12.69$,12.69$,Yes,EN-Labs,China,4,6,5VRGBHUB1X5CO,0.01,246059,EN Labs Marketplace Return Policy,84,12.56$,6.0,4.0,0.5,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF5MP7820,"High Performance 16.8 W/mK Thermal Pad , 85x45x1.5mm, Non Conductive Silicone Thermal Pads for Laptop Heatsink/GPU/CPU/LED Cooler","High Performance 16.8 W/mK Thermal Pad , 85x45x1.5mm, Non Conductive Silicone Thermal Pads for Laptop Heatsink/GPU/CPU/LED Cooler",15.89$,15.89$,Yes,EN-Labs,United States,5,2,11-001-340,0.01,246059,EN Labs Marketplace Return Policy,0,15.73$,5.0,4.0,0.3,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
11-146-366,NZXT H Series H5 Flow 2024 Edition ATX Mid Tower Chassis All White Color,NZXT H Series H5 Flow 2024 Edition ATX Mid Tower Chassis All White Color,89.99$,94.99$,Yes,NZXT,United States,5,2,CC-H52FW-01,0.01,53,Extended Holiday Return Policy,0,89.09$,22.0,20.5,12.0,20.05,USA,999,,,,
9SIA4REJY72849,"USB C to 3.5mm Audio Aux Jack Cable, 3.3FT USB Type C to Male Adapter Dongle Cable Cord Car Headphone Compatible with Samsung Galaxy S23 S22 S21 S20 Ultra Note 20 10 S10 S9 Plus,iPad Pro,Pixel 4 3 XL","USB C to 3.5mm Audio Aux Jack Cable, 3.3FT USB Type C to Male Adapter Dongle Cable Cord Car Headphone Compatible with Samsung Galaxy S23 S22 S21 S20 Ultra Note 20 10 S10 S9 Plus,iPad Pro,Pixel 4 3 XL",14.99$,14.99$,Yes,Corn Electronics,Hong Kong,0,0,C3-B099FFTVRN,0.01,225144,Corn Electronics Return Policy,25,14.84$,1.0,1.0,1.0,0.5,,99999,A4RE,Corn Electronics,4.0,14431.0
9SIBFKMJ6U3413,"Thermalright AssassinX120 SE ARGB CPU Air Cooler, AX120 SE ARGB, 4 Heat Pipes, TL-C12C-S PWM Quiet Fan CPU Cooler With S-FDB Bearing, For AMD AM4AM5/Intel LGA 1700/1150/1151/1200,PC Cooler","Thermalright AssassinX120 SE ARGB CPU Air Cooler, AX120 SE ARGB, 4 Heat Pipes, TL-C12C-S PWM Quiet Fan CPU Cooler With S-FDB Bearing, For AMD AM4AM5/Intel LGA 1700/1150/1151/1200,PC Cooler",18.9$,19.9$,Yes,Thermalright,United States,5,6,AX120SE ARGB,0.01,401291,Thermalright Direct 3 Return Policy,48,18.9$,7.09,6.25,4.5,1.98,,99999,BFKM,Thermalright Official,5.0,117.0
9SIAGDFKBG8246,GIGASTONE Lightning charging braided Cable 1.5 meter [MFI Certified],GIGASTONE Lightning charging braided Cable 1.5 meter [MFI Certified],11.99$,11.99$,Yes,Gigastone Corporation,United States,0,0,GC-3800S-R,0.01,294065,Gigastone Return Policy,39,11.87$,7.4,2.5,1.0,0.16,USA,99999,AGDF,Gigastone,5.0,133.0
9SIACJFH8K7790,USB 3.0 / 3.1 Gen 2 IDC 20Pin to USB 3.1/3.2 Type-E A-Key Motherboard Internal USB Header Adapter Converter for Type C Front Panel Chassis Bracket (Straight Type-180 degree),USB 3.0 / 3.1 Gen 2 IDC 20Pin to USB 3.1/3.2 Type-E A-Key Motherboard Internal USB Header Adapter Converter for Type C Front Panel Chassis Bracket (Straight Type-180 degree),12.69$,12.69$,Yes,EN-Labs,United States,5,2,U20PTOTYPEE73S,0.01,246059,EN Labs Marketplace Return Policy,54,12.56$,4.5,3.5,0.3,0.01,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJFJZD2563,"2 Pack 4-Pin PWM Fan Splitter Cable ,Sleeved Motherboard CPU Cooler 4Pin Header 1 to 4 Y Splitter Hub Internal Power Extension Adapter Case Fan 1x4 Converter - 10 inches,2-Pack","2 Pack 4-Pin PWM Fan Splitter Cable ,Sleeved Motherboard CPU Cooler 4Pin Header 1 to 4 Y Splitter Hub Internal Power Extension Adapter Case Fan 1x4 Converter - 10 inches,2-Pack",11.49$,11.49$,Yes,EN-Labs,United States,5,34,PWM1X4SPL10IN2PK,0.01,246059,EN Labs Marketplace Return Policy,44,11.37$,7.0,4.25,0.5,0.04,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIB1V8FMT6918,KingSpec mSATA SSD Internal Solid State Drive 1TB Data Storage SATA Hard Drives 3D NAND Flash PC Desktop Laptop Notebook Computer Upgrade,KingSpec mSATA SSD Internal Solid State Drive 1TB Data Storage SATA Hard Drives 3D NAND Flash PC Desktop Laptop Notebook Computer Upgrade,51.99$,58.99$,Yes,KingSpec,United States,4,20,mSATA SSD 1TB,0.01,370814,KingSpec Official  Store Return Policy,0,44.99$,4.0,2.25,0.5,0.01,CHN,99999,B1V8,KingSpec Official Store,5.0,554.0
9SIA1DSJNW2603,ORICO M.2 SATA SSD Enclosure Tool Free 5Gbps Support M.2 SATA PCIe B-Key / B+M Key SSD for Size 2230/2242/2260/2280 with USB A to C Cable - Black,ORICO M.2 SATA SSD Enclosure Tool Free 5Gbps Support M.2 SATA PCIe B-Key / B+M Key SSD for Size 2230/2242/2260/2280 with USB A to C Cable - Black,10.99$,10.99$,Yes,Orico,United States,4,94,PWM2-BK-EP,0.01,221541,"ORICO TECHNOLOGIES CO.,LIMITED Return Policy",33,9.99$,5.12,1.57,0.79,0.22,CHN,100,A1DS,ORICO Official Store,5.0,10651.0
9SIA4REK090565,"780PC Computer Screw Kit, Computer Screw Standoffs Set Kit for Hard Drive Computer Case Motherboard Fan Power Graphics with a Screwdriver","780PC Computer Screw Kit, Computer Screw Standoffs Set Kit for Hard Drive Computer Case Motherboard Fan Power Graphics with a Screwdriver",26.99$,29.99$,Yes,Corn Electronics,Hong Kong,5,1,Screws-780P,0.01,225144,Corn Electronics Return Policy,4,26.99$,6.8,4.0,1.0,1.15,,100,A4RE,Corn Electronics,4.0,14431.0
9SIACJF8XN9903,"Enlabs 2 Pack 5V 3-Pin RGB 3-Way Female to x Female RBW LED Strip Splitter Cable,3 Port AURA RGB Lighting Hub w/ Gender Changer Adapter - 1 Foot","Enlabs 2 Pack 5V 3-Pin RGB 3-Way Female to x Female RBW LED Strip Splitter Cable,3 Port AURA RGB Lighting Hub w/ Gender Changer Adapter - 1 Foot",10.79$,10.79$,Yes,EN-Labs,China,5,10,5VRGBSPL1X3,0.01,246059,EN Labs Marketplace Return Policy,26,10.68$,5.75,3.75,0.4,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIA1DSK874464,ORICO NEW 2.5 SSD SATA to 3.5 Hard Drive Adapter Internal Drive Bay Converter Mounting Bracket Caddy Tray for 7 / 9.5 / 12.5mm 2.5 inch HDD / SSD with SATA III Interface(D2SS-6G),ORICO NEW 2.5 SSD SATA to 3.5 Hard Drive Adapter Internal Drive Bay Converter Mounting Bracket Caddy Tray for 7 / 9.5 / 12.5mm 2.5 inch HDD / SSD with SATA III Interface(D2SS-6G),9.99$,9.99$,Yes,Orico,United States,4,162,D2SS-6G-BK-BP,0.01,221541,"ORICO TECHNOLOGIES CO.,LIMITED Return Policy",28,9.89$,7.8,4.75,0.75,0.25,CHN,100,A1DS,ORICO Official Store,5.0,10651.0
9SIACJF5497323,"PWM Fan Splitter Cable 1 to 2, Black Sleeved 2 Way PC Fan Extension Cable Compatible with Computer 3 Pin & 4 Pin CPU / Case Fans, 10 Inch, 2 Pack","PWM Fan Splitter Cable 1 to 2, Black Sleeved 2 Way PC Fan Extension Cable Compatible with Computer 3 Pin & 4 Pin CPU / Case Fans, 10 Inch, 2 Pack",9.59$,9.59$,Yes,EN-Labs,United States,5,8,PWMSPL212,0.01,246059,EN Labs Marketplace Return Policy,11,9.49$,5.0,3.5,0.7,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF56J5876,"Graphics Card GPU Brace Support Video Card Anti-Sag Holder/Holster Bracket with Magnet Base for Iron Case, 7.5"" Max. Height Adjustable,Aluminum Black","Graphics Card GPU Brace Support Video Card Anti-Sag Holder/Holster Bracket with Magnet Base for Iron Case, 7.5"" Max. Height Adjustable,Aluminum Black",13.59$,13.59$,Yes,EN-Labs,United States,0,0,11-001-057x10,0.01,246059,EN Labs Marketplace Return Policy,24,13.45$,8.75,3.5,0.5,0.2,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJF80F4030,"Enlabs USB 3.0 Motherboard 20-Pin Header to 2x USB 3.0 A Female Adapter Cable w/ Full Profile PCI Slot Bracket ,2 Ports USB 3.0 Back Panel Expansion Bracket to 20Pin - Black,1.64ft","Enlabs USB 3.0 Motherboard 20-Pin Header to 2x USB 3.0 A Female Adapter Cable w/ Full Profile PCI Slot Bracket ,2 Ports USB 3.0 Back Panel Expansion Bracket to 20Pin - Black,1.64ft",11.19$,11.19$,Yes,EN-Labs,United States,5,6,PCIU320P2AFBK,0.01,246059,EN Labs Marketplace Return Policy,38,11.07$,3.5,2.5,0.1,0.02,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
9SIACJFJUB3452,ATX 24Pin Male to Female 90 Degree Power Adapter ATX 24 Pin L Turn Right Angled Power Adapter Board for Desktop Motherboard PC Power Supply,ATX 24Pin Male to Female 90 Degree Power Adapter ATX 24 Pin L Turn Right Angled Power Adapter Board for Desktop Motherboard PC Power Supply,12.09$,12.09$,Yes,EN-Labs,United States,0,0,ATX24PAD90D,0.01,246059,EN Labs Marketplace Return Policy,89,11.96$,6.5,5.5,0.1,0.1,CHN,99999,ACJF,EN Labs Marketplace,4.0,2568.0
